Account Type,Fund,Department,Business Unit,Account Classification,Account Code And Description,2019 Adopted Budget,2020 Adopted Budget,2021 Projected Budget,Fund Number,Department Number,Business Unit Number
Expenses,WATER FUND,PUBLIC WORKS AGENCY,FILTRATION,Services and Supplies,65070 OFFICE/OTHER EQT MTN MATL,"65,800","90,800","94,500",510,40,4220
Expenses,WATER FUND,PUBLIC WORKS AGENCY,FILTRATION,Services and Supplies,65075 MEDICAL & LAB SUPPLIES,"16,400","16,400","16,400",510,40,4220
Expenses,WATER FUND,PUBLIC WORKS AGENCY,FILTRATION,Services and Supplies,65085 MINOR EQUIPMENT & TOOLS,"29,000","12,000","12,500",510,40,4220
Expenses,WATER FUND,PUBLIC WORKS AGENCY,FILTRATION,Services and Supplies,65090 SAFETY EQUIPMENT,"9,900","15,000","15,500",510,40,4220
Expenses,WATER FUND,PUBLIC WORKS AGENCY,WATER OTHER OPERATIONS,Services and Supplies,62180 STUDIES,"52,000","70,000","71,000",510,40,4225
Expenses,WATER FUND,PUBLIC WORKS AGENCY,WATER OTHER OPERATIONS,Services and Supplies,62185 CONSULTING SERVICES,"93,000","160,000","160,000",510,40,4225
Expenses,WATER FUND,PUBLIC WORKS AGENCY,WATER OTHER OPERATIONS,Services and Supplies,62273 LIEN FILING FEE,"1,500","1,500","1,500",510,40,4225
Expenses,WATER FUND,PUBLIC WORKS AGENCY,WATER OTHER OPERATIONS,Services and Supplies,62315 POSTAGE,"17,000","25,000","25,000",510,40,4225
Expenses,WATER FUND,PUBLIC WORKS AGENCY,WATER OTHER OPERATIONS,Services and Supplies,62340 IT COMPUTER SOFTWARE,"672,000","373,300","208,700",510,40,4225
Expenses,WATER FUND,PUBLIC WORKS AGENCY,WATER OTHER OPERATIONS,Services and Supplies,62410 LEAD SERVICE ABATEMENT,"100,000","100,000","100,000",510,40,4225
Expenses,WATER FUND,PUBLIC WORKS AGENCY,WATER OTHER OPERATIONS,Services and Supplies,62420 MWRD FEES,"7,800","8,000","8,200",510,40,4225
Expenses,WATER FUND,PUBLIC WORKS AGENCY,WATER OTHER OPERATIONS,Services and Supplies,62455 WTR/SWR BILL PRINT AND MAIL CO,"12,800","12,800","12,800",510,40,4225
Expenses,WATER FUND,PUBLIC WORKS AGENCY,WATER OTHER OPERATIONS,Services and Supplies,62460 WTR/SWR BILL EPAYMENT CONTRACTS,"14,400",0,0,510,40,4225
Expenses,WATER FUND,PUBLIC WORKS AGENCY,WATER OTHER OPERATIONS,Services and Supplies,62705 BANK SERVICE CHARGES,"100,000","140,000","140,000",510,40,4225
Expenses,WATER FUND,PUBLIC WORKS AGENCY,WATER OTHER OPERATIONS,Services and Supplies,"65010 BOOKS, PUBLICATIONS, MAPS","7,000","10,000","10,000",510,40,4225
Expenses,WATER FUND,PUBLIC WORKS AGENCY,WATER OTHER OPERATIONS,Services and Supplies,65080 MERCHANDISE FOR RESALE,"30,000","30,000","30,000",510,40,4225
Expenses,WATER FUND,PUBLIC WORKS AGENCY,WATER OTHER OPERATIONS,Contingencies,68205 CONTINGENCIES,"1,000","1,000","1,000",510,40,4225
Expenses,WATER FUND,PUBLIC WORKS AGENCY,WATER OTHER OPERATIONS,Miscellaneous,62696 PUBLIC EDUCATION,"10,000","10,000","10,000",510,40,4225
Expenses,WATER FUND,PUBLIC WORKS AGENCY,WATER CAPITAL OUTLAY,Services and Supplies,65555 IT COMPUTER HARDWARE,"5,000","5,000","20,000",510,40,4230
Expenses,WATER FUND,PUBLIC WORKS AGENCY,WATER CAPITAL OUTLAY,Services and Supplies,65702 WATER GENERAL PLANT,"235,000","112,000","100,000",510,40,4230
Expenses,WATER FUND,PUBLIC WORKS AGENCY,WATER CAPITAL OUTLAY,Capital Outlay,65550 AUTOMOTIVE EQUIPMENT,"63,500",0,"24,200",510,40,4230
Expenses,WATER FUND,PUBLIC WORKS AGENCY,WATER AND SEWER CAPITAL,Salary and Benefits,61010 REGULAR PAY,"184,261","189,913","194,092.65",510,40,4440
Expenses,WATER FUND,PUBLIC WORKS AGENCY,WATER AND SEWER CAPITAL,Salary and Benefits,61510 HEALTH INSURANCE,"42,941","44,539","44,538.72",510,40,4440
Expenses,WATER FUND,PUBLIC WORKS AGENCY,WATER AND SEWER CAPITAL,Salary and Benefits,61615 LIFE INSURANCE,121,113,126.36,510,40,4440
Expenses,WATER FUND,PUBLIC WORKS AGENCY,WATER AND SEWER CAPITAL,Salary and Benefits,61630 SHOE ALLOWANCE,600,600,600,510,40,4440
Expenses,WATER FUND,PUBLIC WORKS AGENCY,WATER AND SEWER CAPITAL,Salary and Benefits,61710 IMRF,"11,787","16,599","16,963.7",510,40,4440
Expenses,WATER FUND,PUBLIC WORKS AGENCY,WATER AND SEWER CAPITAL,Salary and Benefits,61725 SOCIAL SECURITY,"11,767","11,812","12,070.94",510,40,4440
Expenses,WATER FUND,PUBLIC WORKS AGENCY,WATER AND SEWER CAPITAL,Salary and Benefits,61730 MEDICARE,"2,752","2,763","2,823.04",510,40,4440
Expenses,WATER FUND,PUBLIC WORKS AGENCY,DISTRIBUTION MAINTENANCE,Salary and Benefits,61010 REGULAR PAY,"679,762","694,479","712,117.25",510,40,4540
Expenses,WATER FUND,PUBLIC WORKS AGENCY,DISTRIBUTION MAINTENANCE,Salary and Benefits,61072 JOB TRAINING PROGRAM,"27,000","27,000","27,000",510,40,4540
Expenses,WATER FUND,PUBLIC WORKS AGENCY,DISTRIBUTION MAINTENANCE,Salary and Benefits,61110 OVERTIME PAY,"80,000","80,000","80,000",510,40,4540
Expenses,WATER FUND,PUBLIC WORKS AGENCY,DISTRIBUTION MAINTENANCE,Salary and Benefits,61510 HEALTH INSURANCE,"139,942","142,862","142,861.62",510,40,4540
Expenses,WATER FUND,PUBLIC WORKS AGENCY,DISTRIBUTION MAINTENANCE,Salary and Benefits,61615 LIFE INSURANCE,513,480,538.27,510,40,4540
Expenses,WATER FUND,PUBLIC WORKS AGENCY,DISTRIBUTION MAINTENANCE,Salary and Benefits,61630 SHOE ALLOWANCE,"2,555","2,555","2,555",510,40,4540
Expenses,WATER FUND,PUBLIC WORKS AGENCY,DISTRIBUTION MAINTENANCE,Salary and Benefits,61710 IMRF,"43,480","60,698","62,238.72",510,40,4540
Expenses,WATER FUND,PUBLIC WORKS AGENCY,DISTRIBUTION MAINTENANCE,Salary and Benefits,61725 SOCIAL SECURITY,"43,429","43,217","44,309.69",510,40,4540
Expenses,WATER FUND,PUBLIC WORKS AGENCY,DISTRIBUTION MAINTENANCE,Salary and Benefits,61730 MEDICARE,"10,157","10,108","10,362.76",510,40,4540
Expenses,WATER FUND,PUBLIC WORKS AGENCY,DISTRIBUTION MAINTENANCE,Services and Supplies,62180 STUDIES,0,"10,000","10,000",510,40,4540
Expenses,WATER FUND,PUBLIC WORKS AGENCY,DISTRIBUTION MAINTENANCE,Services and Supplies,62210 PRINTING,"1,800","1,800","1,800",510,40,4540
Expenses,WATER FUND,PUBLIC WORKS AGENCY,DISTRIBUTION MAINTENANCE,Services and Supplies,62225 BLDG MAINTENANCE SERVICES,"1,000","1,000","1,000",510,40,4540
Expenses,WATER FUND,PUBLIC WORKS AGENCY,DISTRIBUTION MAINTENANCE,Services and Supplies,62230 IMPROVEMENT MAINT SERVICE,"57,000","10,000","10,000",510,40,4540
Expenses,WATER FUND,PUBLIC WORKS AGENCY,DISTRIBUTION MAINTENANCE,Services and Supplies,62245 OTHER EQMT MAINTENANCE,"2,000","2,000","2,000",510,40,4540
Expenses,WATER FUND,PUBLIC WORKS AGENCY,DISTRIBUTION MAINTENANCE,Services and Supplies,62275 POSTAGE CHARGEBACKS,"3,400","3,400","3,400",510,40,4540
Expenses,WATER FUND,PUBLIC WORKS AGENCY,DISTRIBUTION MAINTENANCE,Services and Supplies,62360 MEMBERSHIP DUES,150,0,0,510,40,4540
Expenses,WATER FUND,PUBLIC WORKS AGENCY,DISTRIBUTION MAINTENANCE,Services and Supplies,62415 RESIDENTIAL DEBRIS/REMOVAL CONTRACTUAL COSTS,"38,000","45,000","45,000",510,40,4540
Expenses,WATER FUND,PUBLIC WORKS AGENCY,DISTRIBUTION MAINTENANCE,Services and Supplies,64540 TELECOMMUNICATIONS - WIRELESS,"7,300","8,300","8,300",510,40,4540
Expenses,WATER FUND,PUBLIC WORKS AGENCY,DISTRIBUTION MAINTENANCE,Services and Supplies,65020 CLOTHING,"1,300","1,300","1,300",510,40,4540
Expenses,WATER FUND,PUBLIC WORKS AGENCY,DISTRIBUTION MAINTENANCE,Services and Supplies,65050 BLDG MAINTENANCE MATERIAL,500,500,500,510,40,4540
Expenses,WATER FUND,PUBLIC WORKS AGENCY,DISTRIBUTION MAINTENANCE,Services and Supplies,65051 MATERIALS - STREETS DIVISION,"27,600","35,000","35,000",510,40,4540
Expenses,WATER FUND,PUBLIC WORKS AGENCY,DISTRIBUTION MAINTENANCE,Services and Supplies,65055 MATER. TO MAINT. IMP.,"150,000","150,000","150,000",510,40,4540
Expenses,WATER FUND,PUBLIC WORKS AGENCY,DISTRIBUTION MAINTENANCE,Services and Supplies,65070 OFFICE/OTHER EQT MTN MATL,"5,500","5,500","5,500",510,40,4540
Expenses,WATER FUND,PUBLIC WORKS AGENCY,DISTRIBUTION MAINTENANCE,Services and Supplies,65085 MINOR EQUIPMENT & TOOLS,"10,300","23,500","23,500",510,40,4540
Expenses,WATER FUND,PUBLIC WORKS AGENCY,DISTRIBUTION MAINTENANCE,Services and Supplies,65090 SAFETY EQUIPMENT,"5,000","6,000","6,000",510,40,4540
Expenses,WATER FUND,PUBLIC WORKS AGENCY,DISTRIBUTION MAINTENANCE,Capital Outlay,65550 AUTOMOTIVE EQUIPMENT,"3,000",0,0,510,40,4540
Expenses,WATER FUND,PUBLIC WORKS AGENCY,DISTRIBUTION MAINTENANCE,Interfund Transfers,62305 RENTAL OF AUTO-FLEET MAINTENANCE,"121,187","157,548","165,426",510,40,4540
Expenses,WATER FUND,UTILITIES,2018B BONDS,Debt Service,68315 DEBT SERVICE- INTEREST,"200,234","200,234","200,234",510,71,5602
Expenses,WATER FUND,UTILITIES,2019B BONDS,Debt Service,68305 DEBT SERVICE- PRINCIPAL,0,"88,232","92,816",510,71,5606
Expenses,WATER FUND,UTILITIES,2019B BONDS,Debt Service,68315 DEBT SERVICE- INTEREST,0,"146,500","142,088",510,71,5606
Expenses,WATER FUND,UTILITIES,2016A Bonds,Debt Service,68305 DEBT SERVICE- PRINCIPAL,0,"145,000","150,000",510,71,5731
Expenses,WATER FUND,UTILITIES,2016A Bonds,Debt Service,68315 DEBT SERVICE- INTEREST,0,"91,294","86,944",510,71,5731
Expenses,WATER FUND,UTILITIES,2017A Bonds,Debt Service,68305 DEBT SERVICE- PRINCIPAL,0,"40,000","40,000",510,71,5733
Expenses,WATER FUND,UTILITIES,2017A Bonds,Debt Service,68315 DEBT SERVICE- INTEREST,0,"31,175","29,575",510,71,5733
Expenses,WATER FUND,UTILITIES,ARRA / IEPA LOAN DS (L173382),Debt Service,68305 DEBT SERVICE- PRINCIPAL,"67,505","67,505","67,505",510,71,7133
Expenses,WATER FUND,UTILITIES,IEPA LOAN L174820,Debt Service,68305 DEBT SERVICE- PRINCIPAL,"45,035","79,737","81,336",510,71,7135
Expenses,WATER FUND,UTILITIES,IEPA LOAN L174820,Debt Service,68315 DEBT SERVICE- INTEREST,"17,143","28,189","26,591",510,71,7135
Expenses,WATER FUND,UTILITIES,IEPA LOAN L175107,Debt Service,68305 DEBT SERVICE- PRINCIPAL,"46,527","71,809","72,991",510,71,7136
Expenses,WATER FUND,UTILITIES,IEPA LOAN L175107,Debt Service,68315 DEBT SERVICE- INTEREST,"16,535","24,149","22,966",510,71,7136
Expenses,WATER FUND,UTILITIES,2010B BONDS,Debt Service,68305 DEBT SERVICE- PRINCIPAL,"103,966",0,0,510,71,7140
Expenses,WATER FUND,UTILITIES,2010B BONDS,Debt Service,68315 DEBT SERVICE- INTEREST,"3,430",0,0,510,71,7140
Expenses,WATER FUND,UTILITIES,2011A BONDS,Debt Service,68305 DEBT SERVICE- PRINCIPAL,"149,661","153,311","156,962",510,71,7145
Expenses,WATER FUND,UTILITIES,2011A BONDS,Debt Service,68315 DEBT SERVICE- INTEREST,"90,128","86,386","81,786",510,71,7145
Expenses,WATER FUND,UTILITIES,2012A BONDS,Debt Service,68305 DEBT SERVICE- PRINCIPAL,"200,000","205,000","210,000",510,71,7150
Expenses,WATER FUND,UTILITIES,2012A BONDS,Debt Service,68315 DEBT SERVICE- INTEREST,"103,644","97,644","91,494",510,71,7150
Expenses,WATER FUND,UTILITIES,2013A BONDS,Debt Service,68305 DEBT SERVICE- PRINCIPAL,"80,000","85,000","90,000",510,71,7151
Expenses,WATER FUND,UTILITIES,2013A BONDS,Debt Service,68315 DEBT SERVICE- INTEREST,"67,871","65,741","62,071",510,71,7151
Expenses,WATER FUND,UTILITIES,2015 A BONDS,Debt Service,68305 DEBT SERVICE- PRINCIPAL,"210,000","220,000","230,000",510,71,7152
Expenses,WATER FUND,UTILITIES,2015 A BONDS,Debt Service,68315 DEBT SERVICE- INTEREST,"176,731","168,331","159,531",510,71,7152
Expenses,WATER FUND,UTILITIES,2016A BONDS,Debt Service,68305 DEBT SERVICE- PRINCIPAL,"140,000",0,0,510,71,7153
Expenses,WATER FUND,UTILITIES,2016A BONDS,Debt Service,68315 DEBT SERVICE- INTEREST,"95,494",0,0,510,71,7153
Expenses,WATER FUND,UTILITIES,2017A BONDS WATER,Debt Service,68305 DEBT SERVICE- PRINCIPAL,"40,000",0,0,510,71,7154
Expenses,WATER FUND,UTILITIES,2017A BONDS WATER,Debt Service,68315 DEBT SERVICE- INTEREST,"32,775",0,0,510,71,7154
Expenses,WATER FUND,UTILITIES,INTERFUND TRANSFERS,Insurance and Other Chargebacks,66130  TRANSFER TO INSURANCE,"489,481","1,513,955","1,539,653",510,71,7160
Expenses,WATER FUND,UTILITIES,INTERFUND TRANSFERS,Interfund Transfers,66131 TRANSFER TO GENERAL FUND,"3,799,559","3,799,559","3,799,559",510,71,7160
Expenses,WATER FUND,UTILITIES,2014A BONDS,Debt Service,68305 DEBT SERVICE- PRINCIPAL,"105,000","110,000","115,000",510,71,7509
Expenses,WATER FUND,UTILITIES,2014A BONDS,Debt Service,68315 DEBT SERVICE- INTEREST,"90,162","85,964","81,562",510,71,7509
Expenses,WATER DEPR IMPRV &EXTENSION FUND,UTILITIES,"WATER FUND DEP, IMP, EXT",Services and Supplies,62145 ENGINEERING SERVICES,"1,455,000","1,440,000","895,000",513,71,7330
Expenses,WATER DEPR IMPRV &EXTENSION FUND,UTILITIES,"WATER FUND DEP, IMP, EXT",Services and Supplies,62205 ADVERTISING,"5,000","5,000","5,000",513,71,7330
Expenses,WATER DEPR IMPRV &EXTENSION FUND,UTILITIES,"WATER FUND DEP, IMP, EXT",Capital Outlay,65515 OTHER IMPROVEMENTS,"30,279,000","30,785,000","23,829,000",513,71,7330
Revenues,SEWER FUND,PUBLIC WORKS AGENCY,SEWER MAINTENANCE,Charges for Services,53593 STORM WATER DETENTION REVENUE,"19,650","22,200","22,200",515,40,4530
Revenues,SEWER FUND,PUBLIC WORKS AGENCY,SEWER MAINTENANCE,Charges for Services,53595 SEWER SERVICE CHARGE,"10,053,036","10,000,000","10,000,000",515,40,4530
Revenues,SEWER FUND,PUBLIC WORKS AGENCY,SEWER MAINTENANCE,Charges for Services,53596 TAX EXEMPT PROPERTIES- REASONABLE CHARGE-SEWER,"300,000","300,000","300,000",515,40,4530
Revenues,SEWER FUND,PUBLIC WORKS AGENCY,SEWER MAINTENANCE,Charges for Services,53600 SEWER SERV CHARGE-PENALTY,"111,199","88,000","88,000",515,40,4530
Revenues,SEWER FUND,PUBLIC WORKS AGENCY,SEWER MAINTENANCE,Other Revenue,56045 MISCELLANEOUS REVENUE,"4,000","1,000","1,000",515,40,4530
Revenues,SEWER FUND,PUBLIC WORKS AGENCY,SEWER MAINTENANCE,Other Revenue,56060 BOND PROCEEDS,"1,000,000","1,500,000",0,515,40,4530
Revenues,SEWER FUND,PUBLIC WORKS AGENCY,SEWER MAINTENANCE,Other Revenue,56115 PROCEEDS FROM IEPA LOAN,"2,100,000","2,100,000","2,500,000",515,40,4530
Revenues,SEWER FUND,PUBLIC WORKS AGENCY,SEWER MAINTENANCE,Interest Income,56501 INVESTMENT INCOME,"5,000","25,000","25,000",515,40,4530
Expenses,SEWER FUND,PUBLIC WORKS AGENCY,SEWER MAINTENANCE,Salary and Benefits,61010 REGULAR PAY,"975,773","964,371","995,786.47",515,40,4530
Expenses,SEWER FUND,PUBLIC WORKS AGENCY,SEWER MAINTENANCE,Salary and Benefits,61072 JOB TRAINING PROGRAM,"27,040","27,000","27,000",515,40,4530
Expenses,SEWER FUND,PUBLIC WORKS AGENCY,SEWER MAINTENANCE,Salary and Benefits,61110 OVERTIME PAY,"30,000","30,000","30,000",515,40,4530
Expenses,SEWER FUND,PUBLIC WORKS AGENCY,SEWER MAINTENANCE,Salary and Benefits,61510 HEALTH INSURANCE,"178,791","190,391","190,390.03",515,40,4530
Expenses,SEWER FUND,PUBLIC WORKS AGENCY,SEWER MAINTENANCE,Salary and Benefits,61615 LIFE INSURANCE,786,700,777.92,515,40,4530
Expenses,SEWER FUND,PUBLIC WORKS AGENCY,SEWER MAINTENANCE,Salary and Benefits,61630 SHOE ALLOWANCE,"2,850","3,075","3,075",515,40,4530
Expenses,SEWER FUND,PUBLIC WORKS AGENCY,SEWER MAINTENANCE,Salary and Benefits,61710 IMRF,"62,414","84,287","87,031.11",515,40,4530
Expenses,SEWER FUND,PUBLIC WORKS AGENCY,SEWER MAINTENANCE,Salary and Benefits,61725 SOCIAL SECURITY,"62,290","59,982","61,929.38",515,40,4530
Expenses,SEWER FUND,PUBLIC WORKS AGENCY,SEWER MAINTENANCE,Salary and Benefits,61730 MEDICARE,"14,568","14,028","14,483.32",515,40,4530
Expenses,SEWER FUND,PUBLIC WORKS AGENCY,SEWER MAINTENANCE,Salary and Benefits,62001 HEALTH INSURANCE INCREASE 2021,0,0,"3,808",515,40,4530
Expenses,SEWER FUND,PUBLIC WORKS AGENCY,SEWER MAINTENANCE,Services and Supplies,61060 SEASONAL EMPLOYEES,"5,200","5,200","5,200",515,40,4530
Expenses,SEWER FUND,PUBLIC WORKS AGENCY,SEWER MAINTENANCE,Services and Supplies,62230 IMPROVEMENT MAINT SERVICE,"10,000","10,000","10,000",515,40,4530
Expenses,SEWER FUND,PUBLIC WORKS AGENCY,SEWER MAINTENANCE,Services and Supplies,62245 OTHER EQMT MAINTENANCE,"5,500","5,500","5,500",515,40,4530
Expenses,SEWER FUND,PUBLIC WORKS AGENCY,SEWER MAINTENANCE,Services and Supplies,62295 TRAINING & TRAVEL,"2,500","2,500","2,500",515,40,4530
Expenses,SEWER FUND,PUBLIC WORKS AGENCY,SEWER MAINTENANCE,Services and Supplies,62315 POSTAGE,"17,000","25,000","25,000",515,40,4530
Expenses,SEWER FUND,PUBLIC WORKS AGENCY,SEWER MAINTENANCE,Services and Supplies,62340 IT COMPUTER SOFTWARE,"3,000","7,000","7,000",515,40,4530
Expenses,SEWER FUND,PUBLIC WORKS AGENCY,SEWER MAINTENANCE,Services and Supplies,62360 MEMBERSHIP DUES,200,350,350,515,40,4530
Expenses,SEWER FUND,PUBLIC WORKS AGENCY,SEWER MAINTENANCE,Services and Supplies,62415 RESIDENTIAL DEBRIS/REMOVAL CONTRACTUAL COSTS,"38,000","45,000","45,000",515,40,4530
Expenses,SEWER FUND,PUBLIC WORKS AGENCY,SEWER MAINTENANCE,Services and Supplies,62455 WTR/SWR BILL PRINT AND MAIL CO,"7,000","7,000","7,000",515,40,4530
Expenses,SEWER FUND,PUBLIC WORKS AGENCY,SEWER MAINTENANCE,Services and Supplies,62460 WTR/SWR BILL EPAYMENT CONTRACTS,"15,000",0,0,515,40,4530
Expenses,SEWER FUND,PUBLIC WORKS AGENCY,SEWER MAINTENANCE,Services and Supplies,62461 SEWER MAINTENANCE CONTRACTS,"70,000","175,000","70,000",515,40,4530
Expenses,SEWER FUND,PUBLIC WORKS AGENCY,SEWER MAINTENANCE,Services and Supplies,62705 BANK SERVICE CHARGES,0,"15,000","15,000",515,40,4530
Expenses,SEWER FUND,PUBLIC WORKS AGENCY,SEWER MAINTENANCE,Services and Supplies,64540 TELECOMMUNICATIONS - WIRELESS,"7,200","7,200","7,200",515,40,4530
Expenses,SEWER FUND,PUBLIC WORKS AGENCY,SEWER MAINTENANCE,Services and Supplies,65015 CHEMICALS/ SALT,"3,200","3,200","3,200",515,40,4530
Expenses,SEWER FUND,PUBLIC WORKS AGENCY,SEWER MAINTENANCE,Services and Supplies,65020 CLOTHING,"1,000","1,000","1,000",515,40,4530
Expenses,SEWER FUND,PUBLIC WORKS AGENCY,SEWER MAINTENANCE,Services and Supplies,65040 JANITORIAL SUPPLIES,400,400,400,515,40,4530
Expenses,SEWER FUND,PUBLIC WORKS AGENCY,SEWER MAINTENANCE,Services and Supplies,65051 MATERIALS - STREETS DIVISION,"10,000","18,000","18,000",515,40,4530
Expenses,SEWER FUND,PUBLIC WORKS AGENCY,SEWER MAINTENANCE,Services and Supplies,65055 MATER. TO MAINT. IMP.,"43,000","53,000","53,000",515,40,4530
Expenses,SEWER FUND,PUBLIC WORKS AGENCY,SEWER MAINTENANCE,Services and Supplies,65070 OFFICE/OTHER EQT MTN MATL,"7,000","7,000","7,000",515,40,4530
Expenses,SEWER FUND,PUBLIC WORKS AGENCY,SEWER MAINTENANCE,Services and Supplies,65080 MERCHANDISE FOR RESALE,"1,000","1,000","1,000",515,40,4530
Expenses,SEWER FUND,PUBLIC WORKS AGENCY,SEWER MAINTENANCE,Services and Supplies,65085 MINOR EQUIPMENT & TOOLS,"3,300","3,300","3,300",515,40,4530
Expenses,SEWER FUND,PUBLIC WORKS AGENCY,SEWER MAINTENANCE,Services and Supplies,65090 SAFETY EQUIPMENT,"8,000","8,000","8,000",515,40,4530
Expenses,SEWER FUND,PUBLIC WORKS AGENCY,SEWER MAINTENANCE,Capital Outlay,65550 AUTOMOTIVE EQUIPMENT,"420,075","540,000","26,000",515,40,4530
Expenses,SEWER FUND,PUBLIC WORKS AGENCY,SEWER MAINTENANCE,Interfund Transfers,62305 RENTAL OF AUTO-FLEET MAINTENANCE,"192,213","249,877","262,371",515,40,4530
Expenses,SEWER FUND,PUBLIC WORKS AGENCY,SEWER OTHER OPERATIONS,Services and Supplies,62180 STUDIES,"20,000","300,000","300,000",515,40,4531
Expenses,SEWER FUND,PUBLIC WORKS AGENCY,SEWER OTHER OPERATIONS,Services and Supplies,62340 IT COMPUTER SOFTWARE,"3,000","3,500","3,500",515,40,4531
Expenses,SEWER FUND,PUBLIC WORKS AGENCY,SEWER OTHER OPERATIONS,Services and Supplies,62360 MEMBERSHIP DUES,0,"5,000","5,000",515,40,4531
Expenses,SEWER FUND,PUBLIC WORKS AGENCY,SEWER OTHER OPERATIONS,Services and Supplies,62421 NPDES FEES - SEWER,"21,000","21,000","21,000",515,40,4531
Expenses,SEWER FUND,PUBLIC WORKS AGENCY,SEWER OTHER OPERATIONS,Services and Supplies,62461 SEWER MAINTENANCE CONTRACTS,0,"25,000","25,000",515,40,4531
Expenses,SEWER FUND,PUBLIC WORKS AGENCY,SEWER OTHER OPERATIONS,Services and Supplies,65055 MATER. TO MAINT. IMP.,0,"5,000","5,000",515,40,4531
Expenses,SEWER FUND,PUBLIC WORKS AGENCY,SEWER OTHER OPERATIONS,Miscellaneous,62696 PUBLIC EDUCATION,"1,500","1,500","1,500",515,40,4531
Expenses,SEWER FUND,PUBLIC WORKS AGENCY,SEWER INTERFUND TRANSFERS,Insurance and Other Chargebacks,66130  TRANSFER TO INSURANCE,"282,083","306,557","332,255",515,40,4532
Expenses,SEWER FUND,PUBLIC WORKS AGENCY,SEWER INTERFUND TRANSFERS,Interfund Transfers,66026 TRANSFER TO DEBT SERVICE,"251,152","257,487","265,208",515,40,4532
Expenses,SEWER FUND,PUBLIC WORKS AGENCY,SEWER INTERFUND TRANSFERS,Interfund Transfers,66131 TRANSFER TO GENERAL FUND,"330,167","330,167","330,167",515,40,4532
Expenses,SEWER FUND,PUBLIC WORKS AGENCY,SEWER CAPITAL,Services and Supplies,65555 IT COMPUTER HARDWARE,"3,000","3,000","5,500",515,40,4533
Expenses,SEWER FUND,PUBLIC WORKS AGENCY,SEWER CAPITAL,Capital Outlay,65625 FURNITURE & FIXTURES,"35,000","67,000","47,000",515,40,4533
Expenses,SEWER FUND,PUBLIC WORKS AGENCY,SEWER IMPROVEMENTS,Services and Supplies,62461 SEWER MAINTENANCE CONTRACTS,0,"700,000","700,000",515,40,4535
Expenses,SEWER FUND,PUBLIC WORKS AGENCY,SEWER IMPROVEMENTS,Capital Outlay,65515 OTHER IMPROVEMENTS,"4,435,561","2,825,000","3,515,000",515,40,4535
Expenses,SEWER FUND,PUBLIC WORKS AGENCY,SEWER IMPROVEMENTS,Interfund Transfers,66020 TRANSFERS TO OTHER FUNDS,"1,000,000","1,500,000",0,515,40,4535
Expenses,SEWER FUND,UTILITIES,2018C BONDS,Debt Service,68305 DEBT SERVICE- PRINCIPAL,"17,770","181,089","187,012",515,71,5603
Expenses,SEWER FUND,UTILITIES,2018C BONDS,Debt Service,68315 DEBT SERVICE- INTEREST,"63,322","62,433","53,379",515,71,5603
Expenses,SEWER FUND,UTILITIES,2019B BONDS,Debt Service,68305 DEBT SERVICE- PRINCIPAL,0,"30,113","31,678",515,71,5606
Expenses,SEWER FUND,UTILITIES,2019B BONDS,Debt Service,68315 DEBT SERVICE- INTEREST,0,"50,000","48,494",515,71,5606
Expenses,SEWER FUND,UTILITIES,IEPA (L 174775),Debt Service,68305 DEBT SERVICE- PRINCIPAL,"59,162","60,309","61,479",515,71,7477
Expenses,SEWER FUND,UTILITIES,IEPA (L 174775),Debt Service,68315 DEBT SERVICE- INTEREST,"20,895","19,747","18,577",515,71,7477
Expenses,SEWER FUND,UTILITIES,IEPA (L 17-5240),Debt Service,68305 DEBT SERVICE- PRINCIPAL,"9,901","10,099","10,302",515,71,7478
Expenses,SEWER FUND,UTILITIES,IEPA (L 17-5240),Debt Service,68315 DEBT SERVICE- INTEREST,"3,769","3,570","3,368",515,71,7478
Expenses,SEWER FUND,UTILITIES,IEPA (L17-5242),Debt Service,68305 DEBT SERVICE- PRINCIPAL,"28,281","28,809","29,347",515,71,7479
Expenses,SEWER FUND,UTILITIES,IEPA (L17-5242),Debt Service,68315 DEBT SERVICE- INTEREST,"10,641","10,112","9,573",515,71,7479
Expenses,SEWER FUND,UTILITIES,IEPA LOAN  L175387,Debt Service,68305 DEBT SERVICE- PRINCIPAL,0,"15,674","15,951",515,71,7481
Expenses,SEWER FUND,UTILITIES,IEPA LOAN  L175387,Debt Service,68315 DEBT SERVICE- INTEREST,0,"5,906","5,629",515,71,7481
Expenses,SEWER FUND,UTILITIES,IEPA MULFORD PT 2 DS,Debt Service,68305 DEBT SERVICE- PRINCIPAL,"15,194",0,0,515,71,7482
Expenses,SEWER FUND,UTILITIES,IEPA MULFORD PT 2 DS,Debt Service,68315 DEBT SERVICE- INTEREST,"6,772",0,0,515,71,7482
Expenses,SEWER FUND,UTILITIES,2010B BONDS,Debt Service,68305 DEBT SERVICE- PRINCIPAL,"27,694",0,0,515,71,7511
Expenses,SEWER FUND,UTILITIES,2010B BONDS,Debt Service,68315 DEBT SERVICE- INTEREST,914,0,0,515,71,7511
Expenses,SEWER FUND,UTILITIES,2011 A BONDS- SEWER DEBT SERV.,Debt Service,68305 DEBT SERVICE- PRINCIPAL,"30,918","31,672","32,426",515,71,7512
